text,aspect,sentiment,source,source_row_id
Buka mau baca kok sulit,Performa (Technical & Access),Negatif,original,404
Informasi yg Akurat..Kompas..berita terupdate..sangat berguna Good Job,Kualitas Konten,Positif,original,405
Mohon dong tambahkan fitur kompaskarier seperti kompas website .. Itu saja ulasan saya tolong di respon secepat ny,Fungsionalitas,Netral,original,406
"Membaca berita berbayar, masih banyak cara lain mendapatkan berita gratis. Jangan download app ini, app berbayar 👎👎👎👎👎",Langganan (Subscription & Pricing),Negatif,original,407
Berita yang benar²... jangan berita HOAkompas yaa,Kualitas Konten,Netral,original,408
"Dapat voucher dr tukar poin bli bli, ternyata ga bisa pake...sama aja mubazir....",Langganan (Subscription & Pricing),Negatif,original,409
Semoga aku puas baca harian kompas Kompas tv independen terpercaya,Kualitas Konten,Positif,original,410
Sudah beli google play tapi tidak bisa akses. Knp ya ?,Performa (Technical & Access),Negatif,original,411
Media abal2....isinya ga jelas ....,Kualitas Konten,Negatif,original,415
"Beritanya mulai banyak yg hoax, tdk akurat, jadi sebel membacanya",Kualitas Konten,Negatif,original,416
Asal masukan media tanpa diklarifikasi,Kualitas Konten,Negatif,original,417
"Clickbait, isi tidak sesuai fakta, provokatif, berlebihan, hiperbola, ditambah bumbu",Kualitas Konten,Negatif,original,418
"Berita a****g, gak netral dan tdk mendidik",Kualitas Konten,Negatif,original,419
Berbayar sih tapi berbobot. Maju terus kompas,Kualitas Konten,Positif,original,420
"Semoga KOMPAS bisa menyajikan berita yg Akurat , Netral , terUpDate , sehingga dapat dijadikan acuan/pedoman semua masyarakat indonesia 🙏",Kualitas Konten,Netral,original,421
Ciee mau ikutan buat HOAkompas ky aplikasi sebelah...,Kualitas Konten,Negatif,original,423
Beritanya mulai gak singkron banyak hoaxnya payahhh,Kualitas Konten,Negatif,original,426
Berita menarik dan e book nya layak dibaca....,Kualitas Konten,Positif,original,428
Kurang Updete Sperti Di Google,Kualitas Konten,Negatif,original,429
Bagaimanan scan uji coba gratis langganan aesuai koran hari ini,Langganan (Subscription & Pricing),Netral,original,431
Lupa password tidak ada solusi,Performa (Technical & Access),Negatif,original,432
Bagus nih update terus dilanjut terus bang,Kualitas Konten,Positif,original,433
Koran ditinggalkan ada applikasi News Yang. Lebih memukau mampu terpercaya dalam menghadirkan Berita Dunia,Kualitas Konten,Positif,original,434
"ternyata mau baca koran aja ribet pakai masuk"" akun sgala,padahal dah pake kuota data...hmmm",Performa (Technical & Access),Negatif,original,435
Beritanya di update lagi makasih,Kualitas Konten,Netral,original,436
"Kompas 3 T : top, tepat dan terpecaya",Kualitas Konten,Positif,original,437
Mahal om 50rb per bulan,Langganan (Subscription & Pricing),Negatif,original,438
Ok bos sy puas degan britanya,Kualitas Konten,Positif,original,439
Baca berita kok harus bayar...?!,Langganan (Subscription & Pricing),Negatif,original,440
"Bagus , beritanya dpt dipercaya",Kualitas Konten,Positif,original,441
Jurnalisme berkualitas dan terpercaya ada dalam genggaman,Kualitas Konten,Positif,original,443
"Maaf, terpaksa di uninstall masih banyak app lain yg memberi tanpa mengharapkan imbalan.",Langganan (Subscription & Pricing),Negatif,original,444
"Punya saya tidak bisa berlangganan,padahal udah di isi pulsa 55.000 apa masalah nya ini? Mau dilanggani atau tidak?",Performa (Technical & Access),Negatif,original,445
ngikuti kompas nambah wawasan pengetahusn kita.,Kualitas Konten,Positif,original,446
Ketika mengetahui harus berbayar..langsung hapus..masih banyak konten berita yang gratis..thanks,Langganan (Subscription & Pricing),Negatif,original,447
Sa sdh konfirmasi pembayaran lwt browser kok buka epaper di apps gak bisa.. tolong petunjuknya,Performa (Technical & Access),Negatif,original,448
"Berita terkini dan selalu update, membuka wawasan berpikir.",Kualitas Konten,Positif,original,452
"beberapa berita, sangat tidak netral. mungkin meraih pundi pundi uang, lewat situ kali ya?",Kualitas Konten,Negatif,original,453
lebih mudah masa awal dulu buka kompas id. sekarang ribet.,Performa (Technical & Access),Negatif,original,454
"cepat,akurat dan terintegrasi secara berkesinambungan.",Kualitas Konten,Positif,original,455
Artikel judul masih sering berulang ( double ).,Kualitas Konten,Negatif,original,456
bisa baca berita setiap hari. terima kasih,Kualitas Konten,Positif,original,457
test dlu semoga independen beritanya,Kualitas Konten,Netral,original,458
"masa harus login dulu payahhh, uninstal deh jadinya",Performa (Technical & Access),Negatif,original,459
mohon beritanya supaya lebih jelas dan akurat ya.. trimksh.,Kualitas Konten,Netral,original,461
"mantap berita yg aktual dan terjamin,maju terusss",Kualitas Konten,Positif,original,462
"kak tolong bantu ,Punya voucher kompas yang satu bulan tapu gimana cara aktivasiin kode voucher nya?",Langganan (Subscription & Pricing),Netral,original,463
masa maw liat berita harus pakai paket berlangganan....sy uinstal aja...aplikasi gak berguna,Langganan (Subscription & Pricing),Negatif,original,464
"aplikasi tdk bisa dibukaharus dilogging bagaimana caranya ,",Performa (Technical & Access),Negatif,original,465
"berita di menu cetak dan e-paper sering gak update, padahal udah di refresh berkali2",Kualitas Konten,Negatif,original,466
mantab. Kemudahan dalam mencari berita yang mendalam. Salah satu alternatif penangkal hoax,Kualitas Konten,Positif,original,467
Akan lebih baik lagi kalau ukuran font nya bisa di custom. Di HP saya fontnya terlalu kecil.,Tampilan (UI/UX),Negatif,original,470
"Masa harus langganan 50,RB perbulan, SDH makan Kouta, masih kurangkah????",Langganan (Subscription & Pricing),Negatif,original,471
Masa baca berita sedikit aja harus bayar,Langganan (Subscription & Pricing),Negatif,original,472
"Mending baca berita ol sebelah,,, gini2 berlanganan....",Langganan (Subscription & Pricing),Negatif,original,473
Ampas mau sign in pakai gogle akun pakai fb maupun buat akun ngak bisa2 tele lh,Performa (Technical & Access),Negatif,original,474
Beritakan berita yang benar benar kejadian nyata,Kualitas Konten,Netral,original,475
"Kenapa ya...?? Saya sdh berlangganan, malah aplikasinya baru dibuka keluar lagi dgn sendirinya...???",Performa (Technical & Access),Negatif,original,477
"Setelah diminta sign in untuk bebas akses, setelah sign in ternyata tetap harus berlangganan☺️ untuk baca berita lengkap. Uninstall deh.",Langganan (Subscription & Pricing),Negatif,original,478
"Oke, beritanya, tingkatkan trus, maju kompas",Kualitas Konten,Positif,original,482
"Saya sulit untuk membaca isi beritanya. Ber kali2 selalu tidak bisa, 
padahal berita yang saya suka.",Performa (Technical & Access),Negatif,original,484
Tampilan gambar dan penulisan untuk minat baca,Tampilan (UI/UX),Netral,original,486
"Saya menyukai berita2 politik di kompas, saya punya kliping kompas sejak 
1994",Kualitas Konten,Positif,original,487
"Tulisan fontnya hrs bisa diatur besar kecilnya agar dpt bisa dibaca dgn 
jelas bagi penggunanya.",Tampilan (UI/UX),Netral,original,488
Betita lama sering di muat lg,Kualitas Konten,Negatif,original,489
"Knapa buku yg udah di donlot, setiap mo baca kudu donlot dulu..? Boros 
kuota , Mas... Bintang 1 cukuplah.",Fungsionalitas,Negatif,original,490
"Ribet,.. bayar lagi. Males.. langdung uninstall. Install yg lain masih 
banyak",Langganan (Subscription & Pricing),Negatif,original,492
Yah bayar. Langsung uninstall. Padahal beberapa bulan lalu masih gratis.,Langganan (Subscription & Pricing),Negatif,original,493
"Berita terpopuler & terpercaya, thanks",Kualitas Konten,Positif,original,494
"Komersil banget sekarang.... Padahal dengan kita baca artikel aja kompas 
Uda dapat uang banyak....",Langganan (Subscription & Pricing),Negatif,original,499
Selalu menyajikan berita yg aktual.. intelektual.. terpercaya & independen!,Kualitas Konten,Positif,original,503
"sejak upgrade versi terakhir, download tidak tersimpan. saya harus download ulang setiap mau baca lagi.",Performa (Technical & Access),Negatif,original,505
harus pakai log in segala norak juga,Performa (Technical & Access),Negatif,original,507
"KOMPAS sumber berita terlengkap, akurat, dan terpercaya.****",Kualitas Konten,Positif,original,508
"Kompas.id *cermat* memilih berita , *akurat* data2nya, *tepat* sasaran pembacanya, *hebat* design layout penyajiannya. Pokoknya Kompas.id *mantap*.",Kualitas Konten,Positif,original,509
Berita ok. Selalu update trs ya,Kualitas Konten,Positif,original,510
"Keren, desain visualnya meningkatkan minat baca😍 makasih Kompas.id",Tampilan (UI/UX),Positif,original,511
Untuk berita yang akurat ... Kompas oke,Kualitas Konten,Positif,original,512
"Untuk bacaan anak muda, dan untuk menambahkan wawasan kita. Kompas adalah pilihan yang tepat. Semoga makin jaya Kompas.Id 😆",Kualitas Konten,Positif,original,513
Bersyukur dengan berita yang terpercaya dan bisa dipertanggung jawabkan,Kualitas Konten,Positif,original,517
"Luar biasa, berita-beritanya sangat kredibel, independen, dan terpercaya",Kualitas Konten,Positif,original,519
Mantap... Untuk mendapatkan berita terkini dan independen,Kualitas Konten,Positif,original,520
"Senang sekali karena beritanya bermutu, netral nasional, mencerdaskan masyarakat dan menambah wawasan.",Kualitas Konten,Positif,original,521
Sangat informatif dan berita yg bisa diakui,Kualitas Konten,Positif,original,523
Anda bisa mendapatkan berita terkini dari Kompas Daily di Kompas.id. Aplikasi yang direkomendasikan.,Kualitas Konten,Positif,original,524
tingkatkan update annya dgn berita yg lebih informatif,Kualitas Konten,Netral,original,526
ini ko udah login tapi ko gabisa ya pas buka korannya malah harus daftat membership? tolong infonya dong,Langganan (Subscription & Pricing),Negatif,original,528
Semoga koran kompas semakin mudah diakses melalui android dan gratis,Langganan (Subscription & Pricing),Netral,original,529
Semoga koran kompas semakin mudah diakses melalui android dan gratis,Performa (Technical & Access),Netral,original,529
Suka banget baca berita Kompas selalu update dan menghemat waktu tentunya karena bisa baca berita Kompas di mana Saja.,Kualitas Konten,Positif,original,530
Bahkan baca berita aja suruh bayar 🤣🤣🤣,Langganan (Subscription & Pricing),Negatif,original,531
Notif untuk mengaktifkan notifikasi sangat mengganggu. Tampilan koran juga semakin jelek. Tumben?,Tampilan (UI/UX),Negatif,original,532
Notif untuk mengaktifkan notifikasi sangat mengganggu. Tampilan koran juga semakin jelek. Tumben?,Fungsionalitas,Negatif,original,532
"Pas mau masuk sering banget ""aplikasi dalam perbaikan"". Bikin stres",Performa (Technical & Access),Negatif,original,533
Navbar bawah di-epaper tidak bisa dihide sehingga menghalangi epaper bagian bawah,Tampilan (UI/UX),Negatif,original,534
Tolong perbaiki tampilan di iPad mini a17 supaya pas tidak terpotong kanan kirinya,Tampilan (UI/UX),Negatif,original,535
"diinstall di ipad mini, sisi sebelah kiri terpotong, sudah lama tidak ada perbaikan",Tampilan (UI/UX),Negatif,original,536
"Berita selau update dan memberikan peluang suara dari pelosok untuk dimuat di media nasional, sangat membatu kami di daerah 3T",Kualitas Konten,Positif,original,537
Tidak mengapa ada iklan yang penting gratis😁🙏,Langganan (Subscription & Pricing),Positif,original,538
Kepotong teksnya kalau di iphone 13,Tampilan (UI/UX),Negatif,original,539
"Aplikasi iPad, tombol kembali sederhana di bagian atas terus crash",Performa (Technical & Access),Negatif,original,540
TTS nya sering internal server error,Performa (Technical & Access),Negatif,original,541
Aplikasinya kenapa sekarang tidak menyesuaikan dengan device ya? Terpotong dan tidak smooth. Saya harus selalu buka dari PC,Tampilan (UI/UX),Negatif,original,542
"Aneh, udh didownload masih harus konek internet. Padahal dipesawat kita baca paper ini",Fungsionalitas,Negatif,original,543
"Saya sudah melakukan payment untuk 1 tahun, tetapi saya tetap tidak bisa mengakses untuk baca berita, ini bagaimana sih ?",Performa (Technical & Access),Negatif,original,544
Tidak ada response setelah login melalui Google.,Performa (Technical & Access),Negatif,original,545
udah subscribe tapi gabisa log in. tiap log in cuma loading tapi ga masuk ke halaman utama,Performa (Technical & Access),Negatif,original,546
"Sudah subscribed bulanan, tapi tidak bisa log in.",Performa (Technical & Access),Negatif,original,547
Sdh klik yg berlangganan bulanan kenapa status langganan msh tdk aktif ya?,Performa (Technical & Access),Negatif,original,549
"pas log in mala dibilang blm subs, pdhl sudah subs.",Performa (Technical & Access),Negatif,original,550
"dapet diskon member kompas id setahun, jadi update berita terus baca kompas. keren kompas",Langganan (Subscription & Pricing),Positif,original,552
"Beritanya bernas, mendidik serta eksklusive",Kualitas Konten,Positif,original,553
Penuh dg bacaan yg informatif,Kualitas Konten,Positif,original,554
Sudah lancar di iPad. Terima kasih atas respon dari developer!,Performa (Technical & Access),Positif,original,555
kompas memberikan informasi terkurasi yang berkualitas sesuai standar Harian kompas yg terjaga selama ini.,Kualitas Konten,Positif,original,556
Aplikasinya mudah digunakan dan nggak pernah error sejauh ini.,Performa (Technical & Access),Positif,original,557
Berita berkualitas terpercaya. Bebas dari hoax. Saya baca terus tiap pagi. Terus tingkatkan jurnalisme berkualitas,Kualitas Konten,Positif,original,558
Terimakasih untuk jurnalisme berkualitasnya. Lanjutkan kompas!,Kualitas Konten,Positif,original,559
"Saya sangat suka kompas id, berita nya bagus dan tutur katanya terbaik dari yang terbaik. Aplikasinya nggak pernah keluar sendiri",Kualitas Konten,Positif,original,561
"Saya sangat suka kompas id, berita nya bagus dan tutur katanya terbaik dari yang terbaik. Aplikasinya nggak pernah keluar sendiri",Performa (Technical & Access),Positif,original,561
Sudah 2 x status langganan saya selama 1 tahun menjadi tidak berlangganan lagi pdhl baru bberpa bulan saja,Performa (Technical & Access),Negatif,original,562
"Seharusnya kompas tidak menghapus aplikasi versi lama, agar bisa di download juga oleh iOS yg versi lama.",Performa (Technical & Access),Negatif,original,563
"Mohon untuk diperbaiki aplikasi ini, karena sering sekali aplikasi tertutup mendadak/crash ketika discroll ke bawah. Utamakan pelayanan terhadap pelanggan.",Performa (Technical & Access),Negatif,original,564
Tolong diperbaiki! Aplikasi force closed setelah scrolling. iOS 16,Performa (Technical & Access),Negatif,original,565
Tolong dibuat fitur offline untuk kompas e-paper sehingga bisa tetap dibaca saat perjalanan udara. Tks,Fungsionalitas,Netral,original,566
scroll scroll pasti selalu force closed,Performa (Technical & Access),Negatif,original,567
Wah sdh gak bisa dibuka di iOS 12.5.5 lagi ya. Pilihannya hanya berhenti berlangganan atau beli HP baru?,Performa (Technical & Access),Negatif,original,568
"sebulan setelah mengeluh, kini bisa buka dalam posisi portrait lagi, good job!",Performa (Technical & Access),Positif,original,569
Aplikasi ga jalan di ipad.. percuma saya sudah langganan setahun.. perbaiki segera,Performa (Technical & Access),Negatif,original,570
