Komentar,UI/UX,Functionality,Subscription & Pricing,Content Quality,Technical & Access
"Aplikasi kompas id sekarang jauh lebih responsif dan login jadi super mudah, performa keseluruhan juga meningkat drastis setelah update terbaru. Mantap banget kerja developernya!",,,,,1.0
"Aplikasi kompas id sekarang sudah lancar, bug login yang bikin repot udah berhasil diperbaiki",,,,,1.0
Aplikasi kompas id setelah di-update jadi lebih smooth dan ga pernah force close lagi,,,,,1.0
"Aplikasi kompas id setelah diupdate jadi lebih responsif dan lancar banget, ga ada hambatan saat scrolling.",,,,,1.0
Aplikasi kompas id setelah update terakhir berjalan sangat lancar tanpa hambatan atau freeze sama sekali,,,,,1.0
Aplikasi kompas id setelah update terakhir jadi lebih responsif dan lancar banget saat dibuka,,,,,1.0
Aplikasi kompas id setelah update terakhir jadi lebih responsif dan lancar banget tanpa hambatan saat browsing,,,,,1.0
"Aplikasi kompas id setelah update terakhir jadi lebih responsif dan lancar banget, ga ada lag sama sekali saat dipakai.",,,,,1.0
"Aplikasi kompas id udah jauh lebih responsif setelah update, ga lag lagi dan berjalan dengan smooth banget 👍",,,,,1.0
"Aplikasi kompas id update terakhir jadi lebih enteng dan responsif banget, loading-nya cepat dan lancar ga ada hambatan teknis.",,,,,1.0
"Aplikasi kompas lancar banget setelah update, ga ada lag sama sekali, mantap yeayy",,,,,1.0
"Aplikasi kompas sudah jauh lebih responsif setelah update terbaru, login jadi lebih mudah dan stabil, performa keseluruhan meningkat signifikan. Mantap kerja tim developernya!",,,,,1.0
Aplikasi kompas.id sering error dan susah dibuka. Sangat mengecewakan. Udah coba uninstall install ulang tapi masih bermasalah,,,,,-1.0
"Aplikasi lancar banget setelah diinstall ulang, login akun jadi mudah tanpa masalah, thanks tim nya",,,,,1.0
"Aplikasi lancar banget setelah update terbaru, loading cepat dan ga pernah crash",,,,,1.0
"Aplikasi lancar banget setelah update, ga pernah crash lagi yeay",,,,,1.0
"Aplikasi lancar banget, ga pernah crash selama sebulan ini.",,,,,1.0
Aplikasi langsung force close pas login pertama kali setelah install versi 11.3,,,,,-1.0
"Aplikasi lemot banget, artikel ga mau muncul",,,,,-1.0
"Aplikasi login sekarang jalan lancar, bug yang bikin ribet udah diperbaiki sama tim kompas id",,,,,1.0
"Aplikasi nya bagus sih, tapi navigasi e-paper nya ribet banget. Ga ada tombol untuk balik ke halaman utama, jadi mesti tutup aplikasi terus buka lagi biar bisa akses menu awal. Fitur ini perlu dibenerin dong.",,-1.0,,,
"Aplikasi nya bagus sih, tapi sayang harus bayar langganan yang harganya naik drastis dari 15rb jadi 50rb, padahal aku udah abis kuota artikel bulan ini dan pengen baca artikel lainnya :( jadi terpaksa uninstall dulu sampe ada budget lagi",,,-1.0,,
"Aplikasi nya lumayan sih tapi kenapa ga ada fitur landscape mode? Navigasi nya juga berantakan bgt, bikin susah baca berita di layar hp.",-1.0,,,,
"Aplikasi nya udah oke, konten lengkap, download e-paper juga praktis. Sayang banget ga support mode landscape, padahal baca berita lebih nyaman kalo landscape gitu. Tolong ditambahin fitur landscape nya ya, pasti langsung 5 bintang deh 😊",-1.0,,,,
"Aplikasi nya user friendly sih, tapi sayang banget udah bayar premium masih aja dikasih iklan besar-besaran. Harusnya bisa dihilangkan dong 😤",,,-1.0,,
"Aplikasi paling bagus, update terakhir jadi lebih cepat dan ga lag sama sekali",,,,,1.0
Aplikasi responsif banget terhadap laporan masalah pengguna,,,,,1.0
Aplikasi responsif dan keluhan cepat ditangani.. mantap 👍,,,,,1.0
Aplikasi responsif dan support cepat tangani masalah teknis 👍,,,,,1.0
Aplikasi sampah tapi minta bayar banyak,,,-1.0,,
"Aplikasi saya sudah up to date, tapi saya terus diminta mengunduh versi terbaru aplikasi (yang tidak ada). Setelah mencoba berkali-kali, saya masih tidak bisa membuka aplikasi dan membaca koran.

Masalah ini pernah terjadi sebelumnya dan lama-lama jadi menjengkelkan.",,,,,-1.0
"Aplikasi selalu force close pas dibuka di iPad Mini dengan iOS 11.3.1, jadi ga bisa dipakai sama sekali. Mohon segera diperbaiki biar bisa langganan epaper premium nya.",,,,,-1.0
"Aplikasi sempat error dan login saya bermasalah, tapi admin kompas sangat responsif bantu lewat chat dan sekarang akses lancar lagi. Appreciate banget!",,,,,1.0
"Aplikasi sempat error dan login saya bermasalah, tapi cs kompas sangat responsif dan cepat bantu lewat whatsapp sampai akses saya normal lagi. Appreciate banget!",,,,,1.0
"Aplikasi sering banget crash pas login, padahal udah update terbaru. Aneh banget, kalo di uninstall terus reinstall baru bisa dibuka normal tapi harus tanpa akun, jadi ya terbatas akses artikel dong. Udah bayar tahunan tapi malah gini, sakit hati bgt. Komplain ke CS cuma disuruh pake browser, sama sekali ga membantu. Tolong diperbaiki dong!!",,,,,-1.0
"Aplikasi sering banget force close pas lagi discroll, bikin kesel. Tolong diperbaiki dong, prioritaskan stabilitas aplikasinya biar pengalaman pengguna lebih baik.",,,,,-1.0
"Aplikasi sering crash pas lagi scroll berita, iOS 16 tolong segera diperbaiki!",,,,,-1.0
"Aplikasi sering crash saat buka buku, tolong diperbaiki segera ya.",,,,,-1.0
"Aplikasi sering error dan force close di iOS 11.3, mohon diperbaiki segera",,,,,-1.0
"Aplikasi sering error saat login, padahal udah masukin password dengan benar. Terus muncul notif ""akun belum aktif"" meski udah bayar berlangganan. Beneran bikin kesel deh",,,,,-1.0
"Aplikasi sering error saat login, terus notifikasi stuck dan ga bisa hilang meski udah dibaca semua. Perlu diperbaiki bgt.",,,,,-1.0
"Aplikasi sering error saat mau buka berita favorit, jadi ga bisa dibaca sama sekali.",,,,,-1.0
"Aplikasi sering error setelah update terakhir, fitur highlight dan terjemahan jadi tidak bisa diakses sama sekali. Padahal itu yang paling membantu buat belajar bahasa, sekarang jadi ga berguna bgt. Tolong diperbaiki!!",,,,,-1.0
"Aplikasi sering error, artikel tiba-tiba loncat ke halaman utama. Performanya jelek bgt, minta diperbaiki segera.",,,,,-1.0
"Aplikasi sering error, fitur e-paper nya ga mau kebuka sama sekali",,,,,-1.0
"Aplikasi sering error, gak bisa buka file pdf dan e-paper nya ga mau kebaca",,,,,-1.0
"Aplikasi sering error, konten ga bisa dimuat sama sekali",,,,,-1.0
"Aplikasi sering error, udah bayar tapi fitur premium gabisa diakses. Tolong diperbaiki dong, banyak bugs banget.",,,,,-1.0
Aplikasi sering force close di iOS 11,,,,,-1.0
Aplikasi sering force close di iOS 11.3 waktu dibuka di iPad.,,,,,-1.0
"Aplikasi sering force close di iPad, kapan nih di-fix? Landscape mode juga error terus 😤 Klik!",,,,,-1.0
"Aplikasi sering force close di iPhone 11 saya, jadi terpaksa hapus dan pakai versi web aja karena gak stabil.",,,,,-1.0
"Aplikasi sering force close pas dibuka di iPad 2 retina iOS 11.3.1, jadi ga bisa dipakai sama sekali. Sayang banget udah bayar subscription tapi malah error terus, mohon segera diperbaiki..",,,,,-1.0
"Aplikasi sering force close pas lagi aku baca artikel, padahal udah bayar langganan. Jadi agak kesel nih.",,,,,-1.0
"Aplikasi sering force close pas login, tolong diperbaiki bug-nya dong.",,,,,-1.0
Aplikasi sering gagal download padahal internet lancar dan kuota cukup.. kenapa gini sih.. butuh solusi cepat 🙏,,,,,-1.0
"Aplikasi sering lag, muat lambat banget. Mode landscape juga ga berfungsi.",,,,,-1.0
Aplikasi sering logout tiba-tiba dan login jadi ribet.,,,,,-1.0
"Aplikasi sudah berjalan dengan mulus di iPad, terima kasih atas dukungan cepat dari tim developer!",,,,,1.0
"Aplikasi sudah berjalan dengan mulus di iPad, terima kasih developer atas responsnya!",,,,,1.0
"Aplikasi sudah berjalan dengan sangat smooth setelah update terbaru, login jadi lebih cepat dan stabil, desainnya juga lebih rapi. Mantap deh tim developernya!",,,,,1.0
"Aplikasi sudah berjalan smooth di iPad, developer juga responsif banget!",,,,,1.0
"Aplikasi sudah jalan lancar di iOS 12 saya, tapi desain icon di homescreen masih kurang menarik dan font berita terlalu kecil bikin mata cepat lelah. Dibanding baca langsung di web, tampilan di app ini jauh kurang nyaman bgt. Semoga ke depannya ada fitur untuk atur ukuran font sesuai preferensi user aja.",-1.0,,,,
"Aplikasi sudah jauh lebih responsif setelah update terbaru, login jadi lebih mudah dan cepat, plus performa keseluruhannya meningkat signifikan. Mantap deh tim developer Kompas!",,,,,1.0
"Aplikasi sudah lancar dan ga sering crash, meskipun login pakai Apple ID kadang bermasalah, tapi customer service responsif banget lewat WA dan bantuan mereka cepat, cuma telepon aja yang susah diangkat. Overall performa aplikasinya bagus sih.",,,,,1.0
Aplikasi susah dibuka untuk akses artikel,,,,,-1.0
"Aplikasi udah bisa dibuka dengan lancar di mode portrait lagi setelah diperbaiki, mantap!",,,,,1.0
"Aplikasi udah bisa dibuka normal lagi di mode portrait, makasih udah diperbaiki dengan cepat!",,,,,1.0
"Aplikasi udah jauh lebih bagus, e-paper loading cepat banget sekarang. Dulu sering error pas mau buka, sekarang lancar terus. Mantap kompas! 👍",,,,,1.0
"Aplikasi udah jauh lebih responsif, bisa akses e-paper tanpa lag lagi. Dulu loading-nya lama banget, sekarang smooth bgt. Mantap, Kompas! 👍",,,,,1.0
"Aplikasi udah jauh lebih responsif, ga freeze lagi saat scroll halaman, dan sekarang bisa landscape mode juga. Seneng banget akhirnya lancar di iPad setelah lama ngeluh, jadi betah baca berita lagi. Rating naik jadi 5 bintang, tetap jadi pilihan utama saya untuk berita.",,,,,1.0
"Aplikasi udah lancar banget sekarang, ga ada lag lagi waktu scroll berita. Seneng deh akhirnya responsif dan stabil, bisa baca dengan nyaman di iPad tanpa hambatan. Thanks udah dengerin feedback, sekarang jadi aplikasi favorit lagi buat update berita.",,,,,1.0
"Aplikasi udah lancar banget sekarang, ga freeze lagi waktu scroll berita, dan fitur portrait mode-nya jalan mulus. Seneng deh akhirnya setelah kasih feedback berkali-kali, sekarang enak banget baca Kompas di tablet tanpa lag. Rating naik ke 5 bintang, tetap jadi pilihan utama buat berita harian.",,,,,1.0
"Aplikasi udah lancar banget sekarang, ga nge-lag lagi pas scroll berita dan fitur portrait mode-nya jalan sempurna. Seneng deh akhirnya after beberapa bulan komplain, sekarang enak banget baca di iPad tanpa hambatan. Langsung upgrade rating ke 5 stars, tetap jadi pilihan utama buat baca berita kompas.",,,,,1.0
"Aplikasi udah support orientasi landscape dan transisi antar halaman jadi smooth banget, jadi pengalaman baca berita di tablet jauh lebih nyaman dan ga bikin frustrasi lagi, makanya rating naik jadi 5 bintang deh.",1.0,,,,
Aplikasi udah versi terbaru tapi terus disuruh update (padahal ga ada versi barunya). Udah dicoba berkali-kali tapi tetap ga bisa dibuka dan baca koran. Masalah ini sering banget terjadi dan bikin kesel.,,,,,-1.0
"Aplikasinya bagus buat update berita, tapi sayang harus bayar berlangganan 😕",,,-1.0,,
"Aplikasinya bagus, asal harganya tetap segini (100 ribu/tahun) bakal terus langganan nih.",,,1.0,,
"Aplikasinya benar-benar bagus bgt, kontennya akurat dan selalu update jadi kita ga bakal ketinggalan berita penting, cuma sayang harus bayar berlangganan yg lumayan mahal di situasi ekonomi kaya gini jadi agak memberatkan padahal informasi berkualitas kayak gini harusnya bisa diakses semua orang bukan hanya yg mampu aja.",,,,1.0,
"Aplikasinya berjalan dengan sangat stabil, ga ada lag dan responsif banget waktu dipakai.",,,,,1.0
"Aplikasinya berjalan dengan smooth, ga ada lag dan sangat responsif banget.",,,,,1.0
"Aplikasinya berjalan dengan stabil, tidak pernah crash dan sangat responsif saat diakses.",,,,,1.0
"Aplikasinya bermasalah. Udah bayar premium tapi tetap error pas buka berita, malah muncul halaman pembayaran lagi. Notifikasi premium ga berfungsi dengan baik dan selalu redirect ke menu langganan. Langganan kompas jadi sia-sia aja.",,,,,-1.0
"Aplikasinya boros data banget, pemakaian kuota bulanan jadi membengkak sampe urutan teratas setelah youtube doang.",,,,,-1.0
"Aplikasinya dirancang dengan antarmuka yang sangat user-friendly, navigasinya intuitif banget dan enak digunakan, plus ada fitur-fitur inovatif kayak text-to-speech yang bikin pengalaman membaca jadi lebih praktis.",1.0,,,,
"Aplikasinya error terus, ga bisa masuk akun dan berita2nya ga muncul di setiap kategori",,,,,-1.0
"Aplikasinya error, gabisa terhubung ke server",,,,,-1.0
Aplikasinya ga bisa diakses untuk download epaper sejak beberapa hari lalu. Kayaknya ada masalah kompatibilitas sama versi iOS di iPad saya. Mohon segera diperbaiki,,,,,-1.0
Aplikasinya ga mau kebuka sama sekali,,,,,-1.0
"Aplikasinya ga netral banget, berita-beritanya cenderung berpihak ke satu arah aja. Padahal media yang bagus itu harus bisa memberikan perspektif seimbang, bukan selalu memojokkan pemerintah atau selalu membela rakyat. Harusnya lebih objektif dalam menyajikan berita.",,,,-1.0,
"Aplikasinya jadi lebih stabil dan lancar setelah update terakhir, nggak crash lagi.",,,,,1.0
Aplikasinya lancar banget dan belum pernah crash sama sekali.,,,,,1.0
Aplikasinya lancar banget dan nggak pernah crash sampe sekarang.,,,,,1.0
"Aplikasinya lancar banget dan nggak pernah lag, CS-nya juga responsif. Mantap!",,,,,1.0
Aplikasinya lancar banget dan responsif meski jaringan internet lagi lemot atau tidak stabil,,,,,1.0
"Aplikasinya lancar banget dan stabil, nggak pernah crash atau lag sama sekali.",,,,,1.0
"Aplikasinya lancar banget saat sinkronisasi akun, ga ada lag atau error sama sekali.",,,,,1.0
"Aplikasinya lancar banget setelah update terbaru, nggak ada lag sama sekali 👍",,,,,1.0
"Aplikasinya lancar banget, ga pernah lag. CS nya juga super responsif, reply nya cepat. Mantap!",,,,,1.0
"Aplikasinya lancar banget, ga pernah lag. Customer service juga responsif, thanks!",,,,,1.0
"Aplikasinya lancar banget, nggak pernah lag. Tim CS juga super responsif dan helpful. Mantap!",,,,,1.0
"Aplikasinya loading sangat cepat dan stabil, semoga ui buku terus ditingkatkan ya. Mantap deh performanya!",,,,,1.0
"Aplikasinya loading super cepat dan responsif banget, semoga terus dipertahankan performanya biar makin smooth.",,,,,1.0
"Aplikasinya loading super cepat dan responsif, semoga ui bukunya terus ditingkatkan biar pengalaman baca makin smooth.",,,,,1.0
"Aplikasinya lumayan sih, tapi sering banget bermasalah. Setiap kali saya coba buka arsip berita dari minggu-minggu sebelumnya, aplikasinya langsung crash dan tutup sendiri. Terus, tadi saya download edisi Kompas hari ini, tapi pas dibuka malah layarnya hitam dan cuma muncul logo kompas doang di tengah. Entah bug dari aplikasinya atau gimana, tapi ini ganggu banget. Tolong segera diperbaiki ya.",,,,,-1.0
"Aplikasinya lumayan tapi banyak banget bug, sering force close, dan kenapa ga ditambahin fitur landscape mode sih?",,,,,-1.0
"Aplikasinya memang user-friendly dan fiturnya lengkap, tapi sayangnya berita-beritanya kebanyakan berpihak dan ga netral, kayak ada agenda politik di baliknya. Udah 2 tahun langganan tapi akhirnya uninstall karena butuh sumber berita yg objektif dan kredibel, bukan yg penuh framing gini.",,,,-1.0,
"Aplikasinya memang user-friendly dan fiturnya lengkap, tapi sayangnya konten beritanya ga netral banget dan terasa ada agenda politik di baliknya. Setelah lama berlangganan akhirnya saya uninstall karena berita yg disajikan kurang objektif dan banyak framing, padahal di era sekarang kita butuh pemberitaan yg benar-benar independen.",,,,-1.0,
"Aplikasinya memang user-friendly dan mudah digunakan, tapi sayang banget kontennya ga objektif dan terasa ada bias politik di dalamnya, jadi akhirnya saya uninstall karena butuh berita yg benar-benar netral dan kredibel.",,,,-1.0,
"Aplikasinya memang user-friendly dan mudah digunakan, tapi sayangnya konten beritanya ga netral dan terasa ada kepentingan politik di baliknya, jadi akhirnya saya uninstall karena butuh sumber berita yang objektif dan kredibel.",,,,-1.0,
"Aplikasinya minta login terus, ga bisa langsung baca berita.. ribet bgt, langsung aku hapus aja",,,,,-1.0
"Aplikasinya oke sih, tapi dark mode nya masih kurang sempurna, banyak artikel yang backgroundnya tetap putih terang. Tolong diperbaiki biar dark mode nya benar-benar gelap semua ya, biar mata ga silau.",-1.0,,,,
"Aplikasinya pelit banget, harga langganannya bikin kesel 😤",,,-1.0,,
Aplikasinya punya desain yang user-friendly dan navigasinya sangat intuitif bgt.,1.0,,,,
"Aplikasinya sangat membantu saya mendapatkan berita terkini yang akurat dan bisa dipercaya, terutama karena sumbernya jelas dan kredibel.",,,,1.0,
"Aplikasinya sangat stabil dan lancar banget, nggak pernah crash atau force close sama sekali",,,,,1.0
"Aplikasinya sekarang sudah lancar dan login nggak bermasalah lagi, terima kasih Kompas ID.",,,,,1.0
"Aplikasinya sekarang udah lancar banget buat baca e-paper, dulu sering lemot waktu mau download. Mantap, Kompas! 👍",,,,,1.0
"Aplikasinya sering crash padahal udah berlangganan, baru dibuka langsung tutup sendiri...???",,,,,-1.0
"Aplikasinya sering crash pas lagi scroll berita, padahal baru pertama kali coba. Selain itu loading-nya lambat banget dan bikin lag.",,,,,-1.0
"Aplikasinya sering error pas mau login, terus artikelnya juga jarang bisa dibuka dengan lancar 😢",,,,,-1.0
